Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-2003,Frank Williams\willifr02,PG,22,NYK,21,0,167,9,33,0.273,6,16,0.375,3,17,0.176,0.364,4,6,0.667,3,15,18,34,7,2,17,20,28
2002-2003,Jason Williams\willija02,PG,27,MEM,76,76,2407,333,859,0.388,143,404,0.354,190,455,0.418,0.471,110,131,0.84,25,187,212,631,91,10,168,130,919
2002-2003,Jay Williams\willija03,PG,21,CHI,75,54,1961,273,685,0.399,65,202,0.322,208,483,0.431,0.446,103,161,0.64,27,168,195,350,86,17,171,179,714
2002-2003,Jerome Williams\willije01,PF,29,TOR,71,63,2346,267,535,0.499,1,6,0.167,266,529,0.503,0.5,156,281,0.555,231,419,650,95,116,26,98,197,691
2002-2003,Monty Williams\willimo01,SF,31,PHI,21,2,276,34,80,0.425,0,2,0,34,78,0.436,0.425,24,32,0.75,12,33,45,26,12,5,17,33,92
2002-2003,Scott Williams\willisc01,C,34,PHO,69,33,872,120,292,0.411,0,2,0,120,290,0.414,0.411,33,42,0.786,72,121,193,22,27,21,32,159,273
2002-2003,Shammond Williams\willish01,PG,27,TOT,78,11,1881,228,579,0.394,93,261,0.356,135,318,0.425,0.474,78,102,0.765,24,147,171,266,77,6,114,140,627
2002-2003,Shammond Williams\willish01,PG,27,BOS,51,2,1169,134,338,0.396,56,159,0.352,78,179,0.436,0.479,48,57,0.842,12,98,110,128,61,3,61,84,372
2002-2003,Shammond Williams\willish01,PG,27,DEN,27,9,712,94,241,0.39,37,102,0.363,57,139,0.41,0.467,30,45,0.667,12,49,61,138,16,3,53,56,255
2002-2003,Walt Williams\williwa02,SF,32,DAL,66,1,1161,134,341,0.393,64,171,0.374,70,170,0.412,0.487,31,50,0.62,53,154,207,59,42,26,35,141,363
2002-2003,Corliss Williamson\willico02,SF,29,DET,82,1,2061,374,826,0.453,2,11,0.182,372,815,0.456,0.454,237,300,0.79,147,211,358,104,44,27,126,238,987
2002-2003,Kevin Willis\willike02,C,40,SAS,71,6,840,123,257,0.479,0,2,0,123,255,0.482,0.479,51,83,0.614,83,143,226,24,20,20,60,120,297
2002-2003,Ruben Wolkowyski\wolkoru01,PF,29,BOS,7,0,24,2,4,0.5,0,1,0,2,3,0.667,0.5,1,4,0.25,0,1,1,1,0,0,1,3,5
2002-2003,Loren Woods\woodslo01,C,24,MIN,38,11,353,29,76,0.382,1,3,0.333,28,73,0.384,0.388,21,27,0.778,27,68,95,19,10,13,23,37,80
2002-2003,Qyntel Woods\woodsqy01,PF,21,POR,53,0,334,59,118,0.5,3,9,0.333,56,109,0.514,0.513,7,20,0.35,15,38,53,12,15,1,23,36,128
2002-2003,Metta World Peace\artesro01,SF,23,IND,69,67,2317,362,846,0.428,71,211,0.336,291,635,0.458,0.47,273,371,0.736,101,261,362,198,159,50,145,242,1068
2002-2003,Lorenzen Wright\wrighlo02,C,27,MEM,70,49,1982,325,716,0.454,0,5,0,325,711,0.457,0.454,147,223,0.659,170,358,528,80,51,54,110,209,797
2002-2003,Vincent Yarbrough\yarbrvi01,SG,21,DEN,59,39,1381,168,428,0.393,21,78,0.269,147,350,0.42,0.417,49,62,0.79,36,126,162,130,57,33,81,145,406
2002-2003,Wang Zhizhi\zhizhwa01,C,25,LAC,41,1,412,62,162,0.383,16,47,0.34,46,115,0.4,0.432,42,58,0.724,26,51,77,10,8,10,31,41,182Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-2001,Mahmoud Abdul-Rauf\abdulma02,PG,31,VAN,41,0,486,120,246,0.488,4,14,0.286,116,232,0.5,0.496,22,29,0.759,5,20,25,76,9,1,26,50,266
2000-2001,Tariq Abdul-Wahad\abdulta01,SG,26,DEN,29,12,420,43,111,0.387,4,10,0.4,39,101,0.386,0.405,21,36,0.583,14,45,59,22,14,13,34,54,111
2000-2001,Shareef Abdur-Rahim\abdursh01,SF,24,VAN,81,81,3241,604,1280,0.472,12,64,0.188,592,1216,0.487,0.477,443,531,0.834,175,560,735,250,90,77,231,238,1663
2000-2001,Cory Alexander\alexaco01,PG,27,ORL,26,0,227,18,56,0.321,4,16,0.25,14,40,0.35,0.357,12,18,0.667,0,25,25,36,16,0,25,29,52
2000-2001,Courtney Alexander\alexaco02,PG,23,TOT,65,24,1382,239,573,0.417,17,46,0.37,222,527,0.421,0.432,123,150,0.82,42,101,143,62,45,5,75,139,618
2000-2001,Courtney Alexander\alexaco02,PG,23,DAL,38,6,472,62,178,0.348,3,10,0.3,59,168,0.351,0.357,33,45,0.733,20,43,63,21,16,3,21,76,160
2000-2001,Courtney Alexander\alexaco02,PG,23,WAS,27,18,910,177,395,0.448,14,36,0.389,163,359,0.454,0.466,90,105,0.857,22,58,80,41,29,2,54,63,458
2000-2001,Ray Allen\allenra02,SG,25,MIL,82,82,3129,628,1309,0.48,202,467,0.433,426,842,0.506,0.557,348,392,0.888,101,327,428,374,124,20,204,192,1806
2000-2001,Rafer Alston\alstora01,PG,24,MIL,37,2,288,30,84,0.357,8,30,0.267,22,54,0.407,0.405,9,13,0.692,4,27,31,68,13,0,20,27,77
2000-2001,John Amaechi\amaecjo01,C,30,ORL,82,36,1710,237,592,0.4,0,7,0,237,585,0.405,0.4,176,279,0.631,77,191,268,74,28,29,124,175,650
2000-2001,Derek Anderson\anderde01,SG,26,SAS,82,82,2859,413,993,0.416,101,253,0.399,312,740,0.422,0.467,342,402,0.851,75,288,363,301,120,14,165,188,1269
2000-2001,Kenny Anderson\anderke01,PG,30,BOS,33,28,849,88,227,0.388,11,33,0.333,77,194,0.397,0.412,59,71,0.831,16,57,73,134,44,2,52,62,246
2000-2001,Nick Anderson\anderni01,SG,33,SAC,21,0,169,14,57,0.246,10,39,0.256,4,18,0.222,0.333,0,0,,3,22,25,13,10,4,7,13,38
2000-2001,Shandon Anderson\andersh01,SG,27,HOU,82,82,2396,263,590,0.446,46,170,0.271,217,420,0.517,0.485,138,188,0.734,72,261,333,189,82,40,131,202,710
2000-2001,Greg Anthony\anthogr01,PG,33,POR,58,0,856,97,253,0.383,65,159,0.409,32,94,0.34,0.512,23,35,0.657,21,40,61,82,40,3,43,63,282
2000-2001,Darrell Armstrong\armstda01,PG,32,ORL,75,75,2767,413,1002,0.412,143,403,0.355,270,599,0.451,0.484,220,249,0.884,94,249,343,524,135,13,200,155,1189
2000-2001,Chucky Atkins\atkinch01,PG,26,DET,81,75,2363,380,952,0.399,121,339,0.357,259,613,0.423,0.463,90,130,0.692,28,145,173,330,67,5,149,184,971
2000-2001,Stacey Augmon\augmost01,SG,32,POR,66,23,1182,127,266,0.477,0,4,0,127,262,0.485,0.477,57,87,0.655,60,99,159,98,48,21,48,105,311
2000-2001,Isaac Austin\austiis01,C,31,VAN,52,16,845,96,270,0.356,6,24,0.25,90,246,0.366,0.367,28,40,0.7,50,172,222,58,20,23,54,94,226
2000-2001,William Avery\averywi01,PG,21,MIN,55,0,463,55,144,0.382,16,59,0.271,39,85,0.459,0.438,28,36,0.778,5,24,29,75,13,4,45,48,154
2000-2001,Dalibor Bagaric\bagarda01,C,20,CHI,35,0,259,17,65,0.262,0,1,0,17,64,0.266,0.262,13,28,0.464,22,34,56,10,9,16,21,44,47
2000-2001,Vin Baker\bakervi01,PF,29,SEA,76,27,2129,347,822,0.422,1,16,0.063,346,806,0.429,0.423,232,321,0.723,179,251,430,90,38,73,158,264,927
2000-2001,Erick Barkley\barkler01,PG,22,POR,8,0,38,8,22,0.364,3,8,0.375,5,14,0.357,0.432,0,0,,0,3,3,6,2,0,5,2,19
2000-2001,Dana Barros\barroda01,PG,33,DET,60,0,1079,183,412,0.444,44,105,0.419,139,307,0.453,0.498,68,80,0.85,6,88,94,110,30,2,60,63,478
2000-2001,Brent Barry\barrybr01,SG,29,SEA,67,20,1778,198,401,0.494,109,229,0.476,89,172,0.517,0.63,84,103,0.816,33,178,211,225,80,14,86,126,589
2000-2001,Jon Barry\barryjo01,SG,31,SAC,62,2,1010,103,255,0.404,46,132,0.348,57,123,0.463,0.494,64,73,0.877,16,78,94,130,28,6,53,66,316
2000-2001,Tony Battie\battito01,C,24,BOS,40,25,845,108,201,0.537,0,3,0,108,198,0.545,0.537,44,69,0.638,73,160,233,16,27,60,37,126,260
2000-2001,Raja Bell\bellra01,SG,24,PHI,5,0,30,2,7,0.286,1,3,0.333,1,4,0.25,0.357,0,0,,0,1,1,0,1,0,2,1,5
2000-2001,Jonathan Bender\bendejo01,SF,20,IND,59,7,574,66,186,0.355,11,41,0.268,55,145,0.379,0.384,50,68,0.735,14,60,74,32,7,28,42,73,193
2000-2001,Corey Benjamin\benjaco01,PG,22,CHI,65,5,857,115,302,0.381,21,81,0.259,94,221,0.425,0.416,56,83,0.675,38,62,100,69,28,16,63,128,307
2000-2001,David Benoit\benoida01,SF,32,UTA,49,2,446,71,147,0.483,5,13,0.385,66,134,0.493,0.5,31,39,0.795,20,61,81,22,6,6,28,75,178
2000-2001,Travis Best\besttr01,PG,28,IND,77,21,2457,347,788,0.44,37,97,0.381,310,691,0.449,0.464,187,226,0.827,38,184,222,473,110,11,127,246,918
2000-2001,Mike Bibby\bibbymi01,PG,22,VAN,82,82,3190,525,1157,0.454,108,285,0.379,417,872,0.478,0.5,143,188,0.761,47,257,304,685,107,12,248,148,1301
2000-2001,Chauncey Billups\billuch01,SG,24,MIN,77,33,1790,248,587,0.422,73,194,0.376,175,393,0.445,0.485,144,171,0.842,32,126,158,260,51,11,111,178,713
2000-2001,Mookie Blaylock\blaylmo01,PG,33,GSW,69,59,2352,317,801,0.396,73,225,0.324,244,576,0.424,0.441,53,76,0.697,71,201,272,462,163,20,128,134,760
2000-2001,Corie Blount\blounco01,PF,32,TOT,68,6,1305,130,294,0.442,2,8,0.25,128,286,0.448,0.446,51,83,0.614,181,219,400,59,42,22,73,165,313
2000-2001,Corie Blount\blounco01,PF,32,PHO,30,6,387,23,47,0.489,0,0,,23,47,0.489,0.489,8,15,0.533,35,50,85,8,13,5,18,75,54
2000-2001,Corie Blount\blounco01,PF,32,GSW,38,0,918,107,247,0.433,2,8,0.25,105,239,0.439,0.437,43,68,0.632,146,169,315,51,29,17,55,90,259
2000-2001,Mark Blount\blounma01,C,25,BOS,64,50,1098,101,200,0.505,0,0,,101,200,0.505,0.505,46,66,0.697,97,134,231,32,39,76,62,183,248
2000-2001,Muggsy Bogues\boguemu01,PG,36,TOR,3,0,34,0,2,0,0,1,0,0,1,0,0,0,0,,0,3,3,5,2,0,4,3,0
2000-2001,Etdrick Bohannon\bohanet01,PF,27,CLE,6,0,19,2,4,0.5,0,0,,2,4,0.5,0.5,4,4,1,3,4,7,0,0,2,1,4,8
2000-2001,Calvin Booth\boothca01,C,24,TOT,55,29,933,120,252,0.476,0,0,,120,252,0.476,0.476,53,78,0.679,77,169,246,42,29,111,53,146,293
2000-2001,Calvin Booth\boothca01,C,24,WAS,40,22,640,74,168,0.44,0,0,,74,168,0.44,0.44,33,45,0.733,53,121,174,23,17,81,36,91,181
2000-2001,Calvin Booth\boothca01,C,24,DAL,15,7,293,46,84,0.548,0,0,,46,84,0.548,0.548,20,33,0.606,24,48,72,19,12,30,17,55,112
2000-2001,Cal Bowdler\bowdlca01,SF,23,ATL,44,0,375,53,114,0.465,1,5,0.2,52,109,0.477,0.469,33,40,0.825,30,47,77,4,10,21,11,45,140
2000-2001,Bruce Bowen\bowenbr01,SF,29,MIA,82,72,2685,211,581,0.363,103,307,0.336,108,274,0.394,0.452,98,161,0.609,45,200,245,132,83,53,74,269,623
2000-2001,Ryan Bowen\bowenry01,SF,25,DEN,57,0,696,80,144,0.556,4,11,0.364,76,133,0.571,0.569,27,44,0.614,62,51,113,30,37,12,24,95,191
2000-2001,Ira Bowman\bowmair01,PG,27,ATL,3,0,19,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,7,0,0,1,0,0
2000-2001,Earl Boykins\boykiea01,PG,24,LAC,10,0,149,25,63,0.397,1,8,0.125,24,55,0.436,0.405,14,17,0.824,4,7,11,32,5,0,9,9,65
2000-2001,Shawn Bradley\bradlsh01,C,28,DAL,82,35,2001,219,447,0.49,1,6,0.167,218,441,0.494,0.491,140,178,0.787,160,448,608,38,36,228,88,256,579
2000-2001,Elton Brand\brandel01,PF,21,CHI,74,74,2906,578,1215,0.476,0,2,0,578,1213,0.477,0.476,334,472,0.708,285,461,746,240,71,118,219,243,1490
2000-2001,Terrell Brandon\brandte01,PG,30,MIN,78,78,2821,511,1134,0.451,33,91,0.363,478,1043,0.458,0.465,195,224,0.871,60,238,298,583,161,21,155,138,1250
2000-2001,Chucky Brown\brownch01,SF,32,TOT,26,2,339,40,95,0.421,0,3,0,40,92,0.435,0.421,22,34,0.647,8,46,54,11,9,7,8,37,102
2000-2001,Chucky Brown\brownch01,SF,32,GSW,6,0,74,9,20,0.45,0,2,0,9,18,0.5,0.45,6,10,0.6,3,15,18,5,3,1,2,10,24
2000-2001,Chucky Brown\brownch01,SF,32,CLE,20,2,265,31,75,0.413,0,1,0,31,74,0.419,0.413,16,24,0.667,5,31,36,6,6,6,6,27,78
2000-2001,Dee Brown\brownde01,PG,32,ORL,7,0,155,16,44,0.364,12,32,0.375,4,12,0.333,0.5,4,5,0.8,0,11,11,12,4,0,7,10,48
2000-2001,P.J. Brown\brownpj01,C,31,CHH,80,79,2811,249,561,0.444,0,4,0,249,557,0.447,0.444,178,209,0.852,257,485,742,127,78,92,108,260,676
2000-2001,Randy Brown\brownra02,PG,32,BOS,54,35,1238,100,237,0.422,0,3,0,100,234,0.427,0.422,23,40,0.575,23,76,99,154,62,10,56,132,223
2000-2001,Rick Brunson\brunsri01,PG,28,TOT,22,0,208,18,54,0.333,2,14,0.143,16,40,0.4,0.352,8,15,0.533,5,16,21,31,8,1,17,21,46
2000-2001,Rick Brunson\brunsri01,PG,28,BOS,7,0,142,10,35,0.286,2,11,0.182,8,24,0.333,0.314,4,9,0.444,2,7,9,24,7,1,9,16,26
2000-2001,Rick Brunson\brunsri01,PG,28,NYK,15,0,66,8,19,0.421,0,3,0,8,16,0.5,0.421,4,6,0.667,3,9,12,7,1,0,8,5,20
2000-2001,Kobe Bryant\bryanko01,SG,22,LAL,68,68,2783,701,1510,0.464,61,200,0.305,640,1310,0.489,0.484,475,557,0.853,104,295,399,338,114,43,220,222,1938
2000-2001,Mark Bryant\bryanma01,PF,35,DAL,18,1,101,8,20,0.4,0,0,,8,20,0.4,0.4,3,5,0.6,4,17,21,3,1,2,5,29,19
2000-2001,Greg Buckner\buckngr01,SG,24,DAL,37,9,820,84,192,0.438,2,7,0.286,82,185,0.443,0.443,59,81,0.728,60,97,157,49,33,9,27,118,229
2000-2001,Jud Buechler\buechju01,SF,32,DET,57,3,737,76,164,0.463,32,77,0.416,44,87,0.506,0.561,9,12,0.75,20,74,94,39,21,10,25,83,193
2000-2001,Rodney Buford\buforro01,SF,23,PHI,47,0,573,104,241,0.432,16,38,0.421,88,203,0.433,0.465,24,29,0.828,16,58,74,17,17,6,29,68,248
2000-2001,Matt Bullard\bullama01,PF,33,HOU,61,5,1000,129,305,0.423,86,213,0.404,43,92,0.467,0.564,10,14,0.714,22,108,130,42,10,9,12,76,354
2000-2001,Scott Burrell\burresc01,SF,30,CHH,4,0,41,7,15,0.467,2,6,0.333,5,9,0.556,0.533,1,4,0.25,1,2,3,1,3,0,0,8,17
2000-2001,Jason Caffey\caffeja01,PF,27,MIL,70,33,1460,179,367,0.488,0,0,,179,367,0.488,0.488,142,211,0.673,135,218,353,53,38,25,77,184,500
2000-2001,Marcus Camby\cambyma01,C,26,NYK,63,63,2127,304,580,0.524,1,8,0.125,303,572,0.53,0.525,150,225,0.667,196,527,723,52,66,136,63,205,759
2000-2001,Elden Campbell\campbel01,PF,32,CHH,78,78,2337,367,834,0.44,0,6,0,367,828,0.443,0.44,288,406,0.709,157,451,608,104,60,140,144,280,1022
2000-2001,Brian Cardinal\cardibr01,PF,23,DET,15,0,126,10,31,0.323,0,5,0,10,26,0.385,0.323,11,18,0.611,8,15,23,3,7,2,9,27,31
2000-2001,Chris Carr\carrch01,SG,26,BOS,35,0,309,53,112,0.473,17,37,0.459,36,75,0.48,0.549,46,60,0.767,11,33,44,11,4,3,19,45,169
2000-2001,Anthony Carter\cartean01,PG,25,MIA,72,6,1630,195,480,0.406,6,40,0.15,189,440,0.43,0.413,65,103,0.631,46,134,180,268,73,10,119,154,461
2000-2001,Vince Carter\cartevi01,SF,24,TOR,75,75,2979,762,1656,0.46,162,397,0.408,600,1259,0.477,0.509,384,502,0.765,176,240,416,291,114,82,167,205,2070
2000-2001,Sam Cassell\cassesa01,PG,31,MIL,76,75,2709,537,1132,0.474,30,98,0.306,507,1034,0.49,0.488,277,323,0.858,46,244,290,580,88,8,220,214,1381
2000-2001,Kelvin Cato\catoke01,C,26,HOU,35,13,624,64,111,0.577,0,0,,64,111,0.577,0.577,37,57,0.649,47,94,141,11,13,31,25,89,165
2000-2001,Duane Causwell\causwdu01,C,32,MIA,31,14,384,32,85,0.376,0,0,,32,85,0.376,0.376,12,25,0.48,23,60,83,5,8,18,23,67,76
2000-2001,Cedric Ceballos\cebalce01,SF,31,TOT,40,0,559,101,229,0.441,22,73,0.301,79,156,0.506,0.489,37,43,0.86,34,72,106,20,16,7,32,61,261
2000-2001,Cedric Ceballos\cebalce01,SF,31,DET,13,0,166,28,71,0.394,11,40,0.275,17,31,0.548,0.472,8,10,0.8,7,19,26,7,6,3,9,19,75
2000-2001,Cedric Ceballos\cebalce01,SF,31,MIA,27,0,393,73,158,0.462,11,33,0.333,62,125,0.496,0.497,29,33,0.879,27,53,80,13,10,4,23,42,186
2000-2001,Calbert Cheaney\cheanca01,SG,29,DEN,9,5,153,10,30,0.333,0,0,,10,30,0.333,0.333,1,2,0.5,5,15,20,9,4,2,5,14,21
2000-2001,Chris Childs\childch01,PG,33,TOT,77,5,1859,135,335,0.403,32,106,0.302,103,229,0.45,0.451,60,71,0.845,24,178,202,355,59,15,156,242,362
2000-2001,Chris Childs\childch01,PG,33,NYK,51,5,1309,93,222,0.419,20,64,0.313,73,158,0.462,0.464,39,46,0.848,14,124,138,236,37,7,98,160,245
2000-2001,Chris Childs\childch01,PG,33,TOR,26,0,550,42,113,0.372,12,42,0.286,30,71,0.423,0.425,21,25,0.84,10,54,64,119,22,8,58,82,117
2000-2001,Doug Christie\chrisdo01,SG,30,SAC,81,81,2939,311,788,0.395,94,250,0.376,217,538,0.403,0.454,280,312,0.897,95,260,355,289,183,45,154,224,996
2000-2001,Keon Clark\clarkke01,PF,25,TOT,81,3,1720,249,519,0.48,0,1,0,249,518,0.481,0.48,142,240,0.592,136,298,434,72,32,154,90,244,640
2000-2001,Keon Clark\clarkke01,PF,25,DEN,35,3,752,82,199,0.412,0,0,,82,199,0.412,0.412,63,105,0.6,58,128,186,34,16,44,48,101,227
2000-2001,Keon Clark\clarkke01,PF,25,TOR,46,0,968,167,320,0.522,0,1,0,167,319,0.524,0.522,79,135,0.585,78,170,248,38,16,110,42,143,413
2000-2001,Mateen Cleaves\cleavma01,PG,23,DET,78,8,1268,160,400,0.4,5,17,0.294,155,383,0.405,0.406,97,137,0.708,26,106,132,207,49,1,139,153,422
2000-2001,John Coker\cokerjo01,C,29,GSW,6,0,32,1,8,0.125,0,0,,1,8,0.125,0.125,0,0,,3,2,5,2,1,0,2,4,2
2000-2001,Derrick Coleman\colemde01,PF,33,CHH,34,3,683,97,255,0.38,20,51,0.392,77,204,0.377,0.42,63,92,0.685,46,138,184,39,10,21,42,53,277
2000-2001,Bimbo Coles\colesbi01,PG,32,CLE,47,0,804,91,239,0.381,2,16,0.125,89,223,0.399,0.385,48,56,0.857,9,39,48,138,27,6,59,87,232
2000-2001,Jason Collier\collija02,C,23,HOU,23,0,222,27,71,0.38,0,1,0,27,70,0.386,0.38,17,24,0.708,12,25,37,6,2,3,11,27,71
2000-2001,Sean Colson\colsose01,PG,25,TOT,13,0,44,6,24,0.25,1,5,0.2,5,19,0.263,0.271,2,4,0.5,2,4,6,10,1,0,2,6,15
2000-2001,Sean Colson\colsose01,PG,25,ATL,3,0,14,0,5,0,0,1,0,0,4,0,0,0,0,,0,3,3,3,0,0,2,0,0
2000-2001,Sean Colson\colsose01,PG,25,HOU,10,0,30,6,19,0.316,1,4,0.25,5,15,0.333,0.342,2,4,0.5,2,1,3,7,1,0,0,6,15
2000-2001,Tyrone Corbin\corbity01,SF,38,TOR,15,1,117,9,38,0.237,0,5,0,9,33,0.273,0.237,2,4,0.5,3,10,13,4,2,0,3,18,20
2000-2001,Chris Crawford\crawfch01,PF,25,ATL,47,22,901,122,270,0.452,6,22,0.273,116,248,0.468,0.463,68,83,0.819,28,82,110,37,21,16,62,117,318
2000-2001,Jamal Crawford\crawfja01,PG,20,CHI,61,8,1050,107,304,0.352,41,117,0.35,66,187,0.353,0.419,27,34,0.794,9,80,89,141,43,14,85,68,282
2000-2001,Austin Croshere\croshau01,PF,25,IND,81,23,1874,276,701,0.394,70,207,0.338,206,494,0.417,0.444,200,231,0.866,123,264,387,92,36,50,136,180,822
2000-2001,John Crotty\crottjo01,PG,31,UTA,31,0,264,22,65,0.338,4,7,0.571,18,58,0.31,0.369,17,19,0.895,13,15,28,34,6,0,19,32,65
2000-2001,Vonteego Cummings\cummivo01,PG,24,GSW,66,11,1495,178,517,0.344,48,143,0.336,130,374,0.348,0.391,79,116,0.681,47,90,137,227,67,14,91,160,483
2000-2001,Bill Curley\curlebi01,PF,28,TOT,20,2,192,25,47,0.532,1,2,0.5,24,45,0.533,0.543,12,19,0.632,21,16,37,3,7,9,16,45,63
2000-2001,Bill Curley\curlebi01,PF,28,DAL,5,0,15,1,4,0.25,0,1,0,1,3,0.333,0.25,1,4,0.25,0,0,0,0,1,1,2,4,3
2000-2001,Bill Curley\curlebi01,PF,28,GSW,15,2,177,24,43,0.558,1,1,1,23,42,0.548,0.57,11,15,0.733,21,16,37,3,6,8,14,41,60
2000-2001,Dell Curry\curryde01,SG,36,TOR,71,1,956,162,382,0.424,62,145,0.428,100,237,0.422,0.505,43,51,0.843,16,69,85,75,27,8,39,66,429
2000-2001,Michael Curry\currymi01,SG,32,DET,68,58,1485,145,319,0.455,4,9,0.444,141,310,0.455,0.461,62,73,0.849,21,100,121,132,27,3,61,173,356
2000-2001,Erick Dampier\dampier01,C,25,GSW,43,26,1038,126,314,0.401,0,2,0,126,312,0.404,0.401,67,126,0.532,97,153,250,59,17,58,82,123,319
2000-2001,Antonio Daniels\daniean01,PG,25,SAS,79,23,2060,275,588,0.468,74,183,0.404,201,405,0.496,0.531,121,156,0.776,26,137,163,304,61,14,109,120,745
2000-2001,Kornel David\davidko01,SF,29,TOT,27,0,209,25,51,0.49,0,0,,25,51,0.49,0.49,12,13,0.923,15,37,52,7,6,4,11,28,62
2000-2001,Kornel David\davidko01,SF,29,TOR,17,0,140,15,29,0.517,0,0,,15,29,0.517,0.517,12,13,0.923,9,24,33,4,2,3,7,20,42
2000-2001,Kornel David\davidko01,SF,29,DET,10,0,69,10,22,0.455,0,0,,10,22,0.455,0.455,0,0,,6,13,19,3,4,1,4,8,20
2000-2001,Antonio Davis\davisan01,C,32,TOR,78,77,2729,375,866,0.433,0,1,0,375,865,0.434,0.433,319,423,0.754,274,513,787,106,22,151,135,230,1069
2000-2001,Baron Davis\davisba01,PG,21,CHH,82,82,3192,409,957,0.427,85,274,0.31,324,683,0.474,0.472,228,337,0.677,129,279,408,598,170,36,226,267,1131
2000-2001,Dale Davis\davisda01,C,31,POR,81,43,2162,242,487,0.497,0,4,0,242,483,0.501,0.497,96,152,0.632,233,373,606,103,44,76,67,199,580
2000-2001,Emanual Davis\davisem01,SG,32,SEA,62,39,1290,133,318,0.418,50,127,0.394,83,191,0.435,0.497,45,55,0.818,28,126,154,137,64,12,77,101,361
2000-2001,Hubert Davis\davishu01,PG,30,TOT,66,18,1692,196,433,0.453,78,171,0.456,118,262,0.45,0.543,54,62,0.871,28,111,139,110,35,1,81,121,524
2000-2001,Hubert Davis\davishu01,PG,30,DAL,51,7,1261,139,314,0.443,58,133,0.436,81,181,0.448,0.535,35,41,0.854,18,91,109,61,29,1,56,92,371
2000-2001,Hubert Davis\davishu01,PG,30,WAS,15,11,431,57,119,0.479,20,38,0.526,37,81,0.457,0.563,19,21,0.905,10,20,30,49,6,0,25,29,153
2000-2001,Ricky Davis\davisri01,SG,21,MIA,7,0,70,12,29,0.414,1,1,1,11,28,0.393,0.431,7,8,0.875,1,6,7,11,5,2,5,7,32
2000-2001,Terry Davis\daviste01,PF,33,DEN,19,1,228,12,25,0.48,0,0,,12,25,0.48,0.48,9,22,0.409,24,29,53,7,1,1,5,34,33
2000-2001,Todd Day\dayto01,SG,31,MIN,31,0,345,44,118,0.373,26,69,0.377,18,49,0.367,0.483,18,23,0.783,10,27,37,28,10,7,24,52,132
2000-2001,Andrew DeClercq\declean01,C,27,ORL,67,51,903,107,193,0.554,0,0,,107,193,0.554,0.554,47,82,0.573,91,145,236,32,41,33,51,198,261
